user_id,signup_date,loyalty_status,age,city,avg_rating_given,churn_prob,referred_by,recency_days,total_trips,avg_fare,avg_tip,avg_surge_multiplier,total_sessions,avg_time_on_app,avg_pages_visited,session_recency_days
R01178,2024-12-07 00:00:00+00:00,Bronze,18.0,Nairobi,5.0,0.1434863789094531,R00279,164,18,14.973888888888887,0.59,1.0944444444444443,4.0,76.5,2.75,22.0
R01179,2024-07-10 00:00:00+00:00,Silver,31.107681975050205,Nairobi,5.0,0.0314506843196659,R00836,314,24,15.389583333333334,0.24791666666666667,1.1958333333333333,9.0,152.88888888888889,3.5555555555555554,22.0
R01180,2024-01-19 00:00:00+00:00,Bronze,22.79395202198049,Cairo,4.8,0.112906928516734,R00094,487,21,14.821904761904761,0.22428571428571428,1.1238095238095238,7.0,294.42857142857144,2.4285714285714284,22.0
R01181,2023-05-18 00:00:00+00:00,Bronze,28.46896567267376,Lagos,5.0,0.1468406175379224,R00002,733,20,14.779499999999999,1.291,1.09,1.0,9.0,3.0,22.0
R01182,2024-08-19 00:00:00+00:00,Bronze,31.154110461804752,Lagos,5.0,0.20294149635997,R00264,274,20,14.256499999999999,0.45549999999999996,1.105,5.0,117.2,2.4,22.0
R01183,2024-06-29 00:00:00+00:00,Bronze,40.63803616899649,Nairobi,5.0,0.1480587706421164,R00176,325,14,16.283571428571427,0.15857142857142859,1.2714285714285716,6.0,52.666666666666664,2.3333333333333335,22.0
R01184,2025-04-24 00:00:00+00:00,Bronze,26.09056826541784,Cairo,4.5,0.3081688509077727,R00002,26,6,13.145000000000001,0.47833333333333333,1.05,4.0,44.5,3.25,22.0
R01185,2023-07-26 00:00:00+00:00,Gold,37.20630147896215,Cairo,5.0,0.1191105099009669,R00002,664,24,18.136666666666667,1.4416666666666667,1.2333333333333334,7.0,47.714285714285715,2.5714285714285716,22.0
R01186,2024-03-06 00:00:00+00:00,Bronze,42.40305143642109,Lagos,3.6,0.2979043432700984,R00030,440,19,15.974736842105262,0.4531578947368421,1.2526315789473685,1.0,19.0,2.0,22.0
R01187,2024-08-13 00:00:00+00:00,Bronze,21.571178480636068,Lagos,5.0,0.3168957257952157,R00002,280,9,17.817777777777778,1.2833333333333334,1.0777777777777777,8.0,90.375,3.125,22.0
R01188,2023-11-28 00:00:00+00:00,Silver,52.57501320925108,Lagos,3.9,0.0953852753115105,R00002,539,18,16.907777777777778,0.18833333333333332,1.2222222222222223,6.0,32.5,2.5,22.0
R01189,2023-09-24 00:00:00+00:00,Platinum,51.88112982439639,Lagos,5.0,0.2460436233424547,R00002,604,22,16.255454545454544,1.464090909090909,1.1954545454545455,7.0,42.0,2.142857142857143,22.0
R01190,2024-01-27 00:00:00+00:00,Bronze,31.404705457659293,Cairo,4.7,0.1536747073361518,R00002,479,22,14.59772727272727,0.46772727272727277,1.1181818181818182,4.0,20.75,2.75,22.0
R01191,2023-11-23 00:00:00+00:00,Bronze,28.786832468602267,Cairo,4.3,0.3101095641054068,R00002,544,18,14.914444444444444,0.25722222222222224,1.1944444444444444,8.0,46.0,2.25,22.0
R01192,2024-06-17 00:00:00+00:00,Platinum,33.39538281304416,Nairobi,4.4,0.1887895150208744,R00401,337,21,14.636190476190476,1.2304761904761905,1.1333333333333333,3.0,35.0,3.0,22.0
R01193,2024-01-03 00:00:00+00:00,Bronze,25.37514777707134,Cairo,4.1,0.5404583760312048,R00002,503,17,13.901176470588235,0.7911764705882353,1.0941176470588236,6.0,338.1666666666667,2.3333333333333335,22.0
R01194,2024-07-23 00:00:00+00:00,Platinum,45.95100250522546,Nairobi,5.0,0.5726992713783244,R00002,301,20,15.2905,0.7230000000000001,1.17,6.0,55.666666666666664,2.1666666666666665,22.0
R01195,2023-09-17 00:00:00+00:00,Silver,37.92841810705518,Nairobi,4.8,0.218016770484471,R00002,611,26,15.057307692307692,0.21115384615384616,1.123076923076923,3.0,66.0,2.3333333333333335,22.0
R01196,2023-10-30 00:00:00+00:00,Gold,49.06575378913434,Lagos,5.0,0.6080495278491372,R00002,568,19,15.167368421052632,0.8089473684210526,1.1263157894736842,8.0,101.5,3.25,22.0
R01197,2024-10-20 00:00:00+00:00,Bronze,37.9033271384756,Cairo,4.7,0.3591184279164229,R00002,212,16,15.91625,0.21437499999999998,1.13125,6.0,58.666666666666664,3.3333333333333335,22.0
R01198,2023-10-31 00:00:00+00:00,Bronze,20.818822782156644,Nairobi,4.7,0.6544310118222141,R00725,567,22,13.895454545454545,0.05999999999999999,1.1636363636363638,8.0,49.75,3.5,22.0
R01199,2025-01-17 00:00:00+00:00,Silver,41.03581321797398,Lagos,4.6,0.3871521804280401,R00040,123,16,15.610625,0.14,1.125,4.0,43.25,2.25,22.0
R01200,2025-03-14 00:00:00+00:00,Bronze,30.292060585505755,Lagos,4.7,0.0455485381581208,R01074,67,23,12.46782608695652,0.3552173913043478,1.0695652173913044,6.0,71.16666666666667,2.3333333333333335,22.0
R01201,2023-05-31 00:00:00+00:00,Bronze,27.786264639278475,Nairobi,4.2,0.341891551575801,R00002,720,25,15.9428,0.6891999999999999,1.12,3.0,51.0,1.3333333333333333,22.0
R01202,2023-12-25 00:00:00+00:00,Bronze,45.08188781517513,Cairo,4.1,0.21839256634725,R00002,512,9,16.123333333333335,0.15777777777777777,1.2222222222222223,2.0,101.0,1.5,22.0
R01203,2023-11-08 00:00:00+00:00,Bronze,37.58428008290985,Lagos,5.0,0.0650247132635272,R00002,559,24,16.051666666666666,0.32375,1.1583333333333334,,,,
R01204,2023-05-30 00:00:00+00:00,Silver,35.725093351925246,Nairobi,4.1,0.0377172957435101,R00002,721,21,15.591904761904763,0.6719047619047619,1.0952380952380953,2.0,348.0,5.0,22.0
R01205,2025-01-19 00:00:00+00:00,Gold,24.744778250797104,Lagos,4.3,0.1659984501338227,R00002,121,18,18.034444444444446,0.9355555555555556,1.1833333333333333,3.0,66.0,1.6666666666666667,22.0
R01206,2025-03-01 00:00:00+00:00,Gold,65.71158212795524,Cairo,4.7,0.2543028308023698,R00002,80,21,14.97,0.7814285714285715,1.1476190476190478,7.0,138.85714285714286,3.0,22.0
R01207,2024-11-07 00:00:00+00:00,Bronze,28.47626417924141,Nairobi,4.8,0.3296624762046764,R00002,194,18,15.971666666666668,0.24444444444444446,1.2333333333333334,9.0,26.555555555555557,2.5555555555555554,22.0
R01208,2023-12-15 00:00:00+00:00,Bronze,28.60561966038035,Cairo,5.0,0.365021588952643,R00002,522,13,16.906923076923075,0.42076923076923084,1.2076923076923078,3.0,6.0,3.3333333333333335,22.0
R01209,2025-04-07 00:00:00+00:00,Gold,41.52416683525601,Lagos,4.2,0.2696690730349484,R00940,43,14,14.092142857142857,0.4921428571428571,1.1,6.0,18.833333333333332,2.6666666666666665,22.0
R01210,2024-01-13 00:00:00+00:00,Bronze,24.267645483611822,Cairo,4.1,0.080661504436729,R00002,493,23,14.887826086956522,0.4339130434782609,1.1956521739130435,4.0,33.0,3.0,22.0
R01211,2023-07-29 00:00:00+00:00,Bronze,26.47865026734778,Cairo,5.0,0.1887570889744678,R00002,661,15,15.594,0.5533333333333333,1.0799999999999998,9.0,61.77777777777778,2.3333333333333335,22.0
R01212,2023-06-11 00:00:00+00:00,Silver,32.14263528041243,Lagos,4.1,0.3407951757677114,R00002,709,24,15.162916666666666,0.15,1.125,2.0,12.5,4.0,22.0
R01213,2023-08-17 00:00:00+00:00,Bronze,34.340262464695705,Cairo,4.2,0.0287238826254925,R00141,642,20,14.176499999999999,0.38699999999999996,1.085,3.0,279.3333333333333,2.0,22.0
R01214,2024-12-20 00:00:00+00:00,Bronze,39.99823364082872,Lagos,4.2,0.4073384372280753,R00033,151,18,16.06277777777778,0.4077777777777778,1.1111111111111112,5.0,36.8,2.4,22.0
R01215,2024-02-26 00:00:00+00:00,Bronze,37.5033540444761,Lagos,3.7,0.077767411568598,R00002,449,27,15.205185185185185,0.23296296296296296,1.2,7.0,130.0,3.2857142857142856,22.0
R01216,2023-07-09 00:00:00+00:00,Platinum,23.04563540189197,Nairobi,5.0,0.1958111442421992,R00002,681,24,16.671666666666667,0.3420833333333333,1.1041666666666667,10.0,54.3,3.8,22.0
R01217,2024-10-24 00:00:00+00:00,Silver,24.064866747585896,Nairobi,5.0,0.4068574673241567,R00036,208,22,12.885909090909092,0.16999999999999998,1.0727272727272728,6.0,54.333333333333336,4.0,22.0
R01218,2024-12-29 00:00:00+00:00,Gold,27.879452316392005,Lagos,3.9,0.2914730960956967,R00002,142,17,18.498823529411766,0.9541176470588235,1.1823529411764706,4.0,40.5,2.25,22.0
R01219,2025-04-25 00:00:00+00:00,Bronze,40.73969585004848,Lagos,4.8,0.5391342125229954,R00002,25,23,15.083043478260867,0.47000000000000003,1.182608695652174,1.0,41.0,3.0,22.0
R01220,2024-11-16 00:00:00+00:00,Bronze,32.29151054356437,Nairobi,5.0,0.2038190454270768,R00002,185,15,15.833333333333334,0.11466666666666667,1.0666666666666667,3.0,24.666666666666668,4.666666666666667,22.0
R01221,2023-12-26 00:00:00+00:00,Bronze,39.89323458512348,Cairo,4.0,0.3347222178100186,R00002,511,24,15.462083333333332,0.4454166666666666,1.1375,4.0,107.0,3.5,22.0
R01222,2023-07-03 00:00:00+00:00,Bronze,37.32324520140756,Nairobi,4.3,0.1886967205653843,R00290,687,18,14.351666666666667,0.04333333333333333,1.1333333333333333,2.0,137.5,3.5,22.0
R01223,2024-12-02 00:00:00+00:00,Bronze,41.92219558083858,Lagos,4.9,0.4052397419183705,R00002,169,20,14.0625,0.3175,1.1199999999999999,2.0,119.0,2.0,22.0
R01224,2024-08-16 00:00:00+00:00,Silver,22.85338233529432,Cairo,4.3,0.0442886936025922,R00002,277,18,13.864444444444445,0.9577777777777777,1.0444444444444445,4.0,155.25,2.5,22.0
R01225,2025-04-10 00:00:00+00:00,Bronze,40.27506261966227,Nairobi,4.2,0.1109289668052018,R00894,40,20,16.322,0.3245,1.19,3.0,20.666666666666668,1.6666666666666667,22.0
R01226,2024-06-23 00:00:00+00:00,Silver,38.35634515236087,Cairo,4.6,0.3830641791487294,R00116,331,15,13.316666666666666,0.4746666666666666,1.1333333333333333,9.0,53.333333333333336,2.888888888888889,22.0
R01227,2024-12-04 00:00:00+00:00,Bronze,30.368428215548143,Cairo,3.8,0.2253268705788524,R00002,167,21,13.696190476190477,0.6252380952380951,1.0952380952380953,5.0,95.0,3.2,22.0
R01228,2023-10-12 00:00:00+00:00,Bronze,34.534823962500774,Cairo,4.4,0.0349040659015385,R00002,586,17,15.98470588235294,0.4241176470588235,1.1352941176470588,4.0,102.0,3.0,22.0
R01229,2023-09-04 00:00:00+00:00,Silver,27.658928163643075,Nairobi,4.7,0.2102142987247757,R00932,624,23,14.804347826086957,0.1860869565217391,1.117391304347826,6.0,114.83333333333333,3.0,22.0
R01230,2025-03-29 00:00:00+00:00,Bronze,45.7706961714404,Nairobi,3.9,0.1534487845371545,R00002,52,19,12.990526315789474,0.601578947368421,1.0789473684210527,6.0,14.0,3.0,22.0
R01231,2024-08-29 00:00:00+00:00,Silver,27.74227503577511,Cairo,4.3,0.1729846086954941,R00002,264,22,15.776363636363635,0.45136363636363636,1.0999999999999999,1.0,1.0,1.0,22.0
R01232,2023-07-15 00:00:00+00:00,Silver,34.50929164279279,Nairobi,5.0,0.4185158706526249,R00002,675,21,13.713333333333335,0.19238095238095237,1.1619047619047618,5.0,46.0,3.6,22.0
R01233,2024-05-22 00:00:00+00:00,Bronze,29.1197799697644,Cairo,5.0,0.3823467124328682,R00002,363,21,15.413333333333334,0.5185714285714286,1.1333333333333333,4.0,58.25,2.75,22.0
R01234,2024-11-11 00:00:00+00:00,Silver,37.01922717161423,Cairo,4.8,0.3403206586174873,R00402,190,14,17.381428571428568,0.9257142857142858,1.0642857142857143,5.0,129.6,4.4,22.0
R01235,2024-11-22 00:00:00+00:00,Silver,18.0,Cairo,4.5,0.4621565669408863,R00002,179,12,15.700000000000001,0.6633333333333333,1.0999999999999999,6.0,59.666666666666664,2.8333333333333335,22.0
R01236,2023-08-14 00:00:00+00:00,Bronze,37.63925203636146,Nairobi,5.0,0.250977712769826,R00002,645,21,15.75095238095238,0.45666666666666667,1.1238095238095238,5.0,47.2,2.8,22.0
R01237,2024-06-25 00:00:00+00:00,Silver,48.29677726582759,Nairobi,4.5,0.3251535290802111,R00002,329,26,15.704230769230769,0.3376923076923077,1.1423076923076922,3.0,38.666666666666664,2.6666666666666665,22.0
R01238,2025-02-12 00:00:00+00:00,Bronze,33.11149550145915,Nairobi,4.3,0.0514412360728769,R00002,97,16,14.115,0.420625,1.04375,6.0,68.83333333333333,2.8333333333333335,22.0
R01239,2024-09-02 00:00:00+00:00,Bronze,43.966931962858055,Nairobi,4.4,0.3700313957129374,R00572,260,15,20.982666666666667,0.5086666666666667,1.2133333333333334,2.0,297.0,4.0,22.0
R01240,2023-07-12 00:00:00+00:00,Platinum,38.63707958539559,Cairo,5.0,0.320475799190506,R00002,678,20,18.363999999999997,1.1460000000000001,1.2349999999999999,7.0,181.71428571428572,3.857142857142857,22.0
R01241,2024-06-17 00:00:00+00:00,Bronze,44.200992942196265,Nairobi,4.4,0.4827915686932599,R00002,337,20,16.865000000000002,0.0235,1.1199999999999999,5.0,179.8,2.2,22.0
R01242,2024-05-07 00:00:00+00:00,Silver,41.87866597934523,Cairo,4.9,0.7441834831353789,R00002,378,20,13.334999999999999,0.0305,1.135,5.0,30.2,2.0,22.0
R01243,2025-01-14 00:00:00+00:00,Silver,41.85244468348252,Lagos,4.2,0.2117480192227416,R00239,126,20,13.588,0.521,1.185,7.0,98.71428571428571,2.142857142857143,22.0
R01244,2023-09-19 00:00:00+00:00,Platinum,18.0,Cairo,4.2,0.3611455818386277,R00002,609,17,14.021176470588234,0.4429411764705882,1.2,3.0,19.0,1.3333333333333333,22.0
R01245,2024-01-13 00:00:00+00:00,Bronze,40.779125649458514,Lagos,4.5,0.4680626903989853,R00002,493,26,16.482692307692307,0.4107692307692308,1.103846153846154,6.0,352.5,3.1666666666666665,22.0
R01246,2023-10-14 00:00:00+00:00,Silver,19.173079774071617,Lagos,4.0,0.4387801593472007,R00002,584,20,15.4285,0.633,1.115,6.0,429.8333333333333,2.5,22.0
R01247,2023-08-22 00:00:00+00:00,Gold,53.5667134532255,Lagos,5.0,0.434784539485036,R00002,637,20,16.3725,1.3255000000000001,1.145,4.0,78.0,2.75,22.0
R01248,2024-07-27 00:00:00+00:00,Bronze,41.756551443972334,Lagos,4.4,0.3554875565432431,R00002,297,15,16.631333333333334,0.2233333333333333,1.18,2.0,113.0,3.0,22.0
R01249,2025-02-16 00:00:00+00:00,Bronze,34.96584048180738,Cairo,4.8,0.2605756957322445,R00385,93,25,15.5528,0.7236,1.072,7.0,31.285714285714285,2.4285714285714284,22.0
R01250,2024-11-21 00:00:00+00:00,Gold,42.18815852740157,Cairo,3.8,0.1948854359769914,R00002,180,20,13.4555,0.689,1.105,4.0,31.25,1.0,22.0
R01251,2024-09-17 00:00:00+00:00,Silver,30.02689134837317,Cairo,4.9,0.4103030088044508,R00002,245,15,16.512666666666668,0.07,1.1466666666666667,6.0,36.833333333333336,3.8333333333333335,22.0
R01252,2024-09-30 00:00:00+00:00,Bronze,38.20654838827993,Lagos,4.8,0.3703528872032069,R00002,232,28,15.203214285714285,0.4525,1.0964285714285713,4.0,61.25,4.25,22.0
R01253,2025-02-01 00:00:00+00:00,Bronze,28.77990396132913,Nairobi,4.0,0.0178201498902734,R00002,108,25,14.6304,0.6008,1.1520000000000001,5.0,120.6,2.2,22.0
R01254,2025-02-03 00:00:00+00:00,Gold,37.45286163634103,Cairo,3.7,0.2704364315902036,R00002,106,22,14.235000000000001,0.5836363636363636,1.1136363636363635,5.0,411.4,4.2,22.0
R01255,2025-04-04 00:00:00+00:00,Gold,32.31596765383025,Cairo,4.3,0.3202558355256319,R00104,46,17,14.726470588235294,1.1394117647058823,1.0647058823529412,9.0,25.333333333333332,2.6666666666666665,22.0
R01256,2024-08-27 00:00:00+00:00,Bronze,32.80845567182574,Cairo,5.0,0.0306177093380511,R00749,266,21,15.458571428571428,0.36523809523809525,1.1047619047619048,1.0,2.0,3.0,22.0
R01257,2023-12-29 00:00:00+00:00,Bronze,37.09677056623455,Lagos,4.3,0.4422358187184957,R00021,508,15,16.736,0.014,1.16,7.0,68.28571428571429,3.4285714285714284,22.0
R01258,2023-05-08 00:00:00+00:00,Bronze,34.32418139310745,Lagos,4.6,0.0279691761886696,R00002,743,19,17.55578947368421,0.4531578947368421,1.1789473684210525,4.0,19.25,2.5,22.0
R01259,2024-02-12 00:00:00+00:00,Bronze,28.289288256234983,Nairobi,4.4,0.1461995189936216,R00002,463,19,14.368947368421052,0.2331578947368421,1.1631578947368422,4.0,34.25,2.0,22.0
R01260,2025-01-25 00:00:00+00:00,Silver,40.28947146812082,Cairo,4.3,0.3942760155171915,R00002,115,26,13.790000000000001,0.26576923076923076,1.0576923076923077,11.0,69.45454545454545,2.4545454545454546,22.0
R01261,2024-12-04 00:00:00+00:00,Bronze,35.002856533200735,Nairobi,4.2,0.105718121137448,R00002,167,17,16.756470588235295,0.5864705882352941,1.188235294117647,7.0,42.142857142857146,2.857142857142857,22.0
R01262,2023-11-01 00:00:00+00:00,Silver,25.72250894771968,Nairobi,5.0,0.1607385453687364,R00002,566,21,15.377619047619048,0.6761904761904761,1.1666666666666667,2.0,101.0,4.5,22.0
R01263,2024-03-20 00:00:00+00:00,Bronze,40.81837615154068,Nairobi,4.0,0.0393084607507202,R00002,426,20,14.993500000000001,0.378,1.06,5.0,20.8,4.0,22.0
R01264,2023-05-29 00:00:00+00:00,Bronze,35.16155510958454,Lagos,5.0,0.4952909837955535,R00002,722,21,18.13142857142857,0.1780952380952381,1.2904761904761906,4.0,14.0,2.5,22.0
R01265,2025-03-20 00:00:00+00:00,Bronze,47.31815714941124,Cairo,3.5,0.1817906822428214,R00002,61,18,14.13,0.2544444444444445,1.088888888888889,4.0,241.5,3.75,22.0
R01266,2023-07-29 00:00:00+00:00,Bronze,35.56497514799772,Nairobi,4.3,0.3144299237540941,R00002,661,21,15.187142857142858,0.35047619047619044,1.180952380952381,8.0,58.625,3.25,22.0
R01267,2024-07-18 00:00:00+00:00,Gold,34.48765309718208,Cairo,3.9,0.2109389442156987,R00002,306,26,13.738461538461538,0.7269230769230769,1.0884615384615386,8.0,113.5,3.0,22.0
R01268,2024-01-02 00:00:00+00:00,Bronze,32.14331963472243,Nairobi,4.9,0.4486958005166557,R00310,504,18,14.762777777777778,0.5605555555555556,1.0777777777777777,5.0,203.2,1.8,22.0
R01269,2024-01-19 00:00:00+00:00,Silver,43.47446811577221,Lagos,4.8,0.2442391046712208,R00002,487,15,13.210666666666667,0.43866666666666665,1.1333333333333333,3.0,33.333333333333336,2.6666666666666665,22.0
R01270,2024-11-28 00:00:00+00:00,Bronze,26.313042631398627,Nairobi,4.2,0.1748698473372867,R00002,173,14,14.112142857142857,0.6964285714285714,1.092857142857143,10.0,97.6,3.2,22.0
R01271,2024-01-30 00:00:00+00:00,Bronze,34.03417670960954,Nairobi,5.0,0.1087647165019012,R00002,476,27,14.387037037037036,0.13703703703703704,1.0814814814814815,1.0,45.0,1.0,22.0
R01272,2023-05-11 00:00:00+00:00,Bronze,27.06955596408131,Nairobi,4.7,0.1448623436908562,R00002,740,30,16.368666666666666,0.377,1.1766666666666665,8.0,41.375,2.25,22.0
R01273,2024-04-28 00:00:00+00:00,Bronze,47.02208376179882,Nairobi,4.1,0.3616431638809027,R00002,387,24,14.716666666666667,0.32583333333333336,1.0374999999999999,4.0,48.75,3.25,22.0
R01274,2023-05-11 00:00:00+00:00,Bronze,41.89430472614693,Cairo,4.0,0.1649310963617894,R01181,740,22,16.060909090909092,0.4063636363636364,1.059090909090909,5.0,57.0,2.6,22.0
R01275,2024-07-24 00:00:00+00:00,Platinum,31.157119275124053,Nairobi,4.2,0.6276623940066407,R00002,300,26,15.274999999999999,0.505,1.1615384615384614,8.0,130.0,2.625,22.0
R01276,2024-03-22 00:00:00+00:00,Bronze,41.93936820166407,Nairobi,4.9,0.2209478362251184,R00002,424,22,14.625,0.7118181818181818,1.1181818181818182,5.0,21.2,1.8,22.0
R01277,2024-05-12 00:00:00+00:00,Bronze,24.382815415164966,Cairo,4.9,0.1551961947931463,R00002,373,18,14.502777777777778,1.3383333333333334,1.0722222222222222,7.0,33.142857142857146,2.7142857142857144,22.0
R01278,2025-04-25 00:00:00+00:00,Silver,30.738650390054566,Nairobi,4.2,0.2486244674276145,R00002,25,18,14.735555555555557,0.3655555555555556,1.1388888888888888,1.0,106.0,5.0,22.0
R01279,2023-10-13 00:00:00+00:00,Silver,30.03184340887336,Lagos,4.4,0.1403296828155784,R00001,585,25,12.988,0.23,1.112,4.0,71.5,2.75,22.0
R01280,2023-06-27 00:00:00+00:00,Bronze,18.0,Cairo,5.0,0.1024156237604587,R01228,693,18,14.834999999999999,0.4161111111111111,1.0666666666666667,4.0,23.25,2.0,22.0
R01281,2025-01-07 00:00:00+00:00,Silver,32.258137845141555,Cairo,4.8,0.1858010432189897,R00002,133,23,17.267391304347825,0.45260869565217393,1.182608695652174,6.0,347.0,2.6666666666666665,22.0
R01282,2024-10-02 00:00:00+00:00,Bronze,22.805055716372976,Cairo,4.6,0.3569492413973795,R00030,230,15,14.801333333333332,0.01,1.06,4.0,13.0,2.5,22.0
R01283,2024-09-22 00:00:00+00:00,Bronze,42.64661666977651,Lagos,4.8,0.3372256322432554,R00816,240,27,13.76,0.35703703703703704,1.0740740740740742,4.0,53.25,1.5,22.0
R01284,2024-04-25 00:00:00+00:00,Gold,32.072840210082845,Cairo,4.6,0.2352399017659883,R00002,390,21,15.541428571428572,1.14,1.0714285714285714,12.0,87.16666666666667,2.1666666666666665,22.0
R01285,2023-12-19 00:00:00+00:00,Bronze,31.75010163041197,Cairo,4.2,0.175361306538759,R00002,518,19,16.17736842105263,0.3768421052631579,1.1421052631578947,1.0,17.0,3.0,22.0
R01286,2023-07-25 00:00:00+00:00,Bronze,40.67626532763108,Lagos,4.5,0.2109320704593844,R00033,665,17,15.642941176470588,0.18470588235294116,1.1176470588235294,4.0,68.25,3.75,22.0
R01287,2024-08-17 00:00:00+00:00,Bronze,34.17231324646277,Cairo,4.7,0.1850196106920867,R00002,276,14,14.315714285714288,0.375,1.0357142857142858,8.0,37.25,3.25,22.0
R01288,2024-09-08 00:00:00+00:00,Bronze,31.344968575211347,Lagos,4.6,0.5635304845343808,R00007,254,27,14.948518518518519,0.21555555555555556,1.162962962962963,4.0,269.5,3.0,22.0
R01289,2023-12-15 00:00:00+00:00,Silver,35.6805298826709,Lagos,4.0,0.559601985817956,R00002,522,23,15.51086956521739,0.09782608695652174,1.117391304347826,5.0,148.2,4.2,22.0
R01290,2024-02-17 00:00:00+00:00,Bronze,29.737057335265824,Cairo,4.4,0.6675425346004292,R00002,458,20,16.2215,0.584,1.1,5.0,68.8,2.2,22.0
R01291,2024-02-21 00:00:00+00:00,Silver,37.415867889704046,Nairobi,5.0,0.252759123929978,R00975,454,20,14.821000000000002,0.097,1.0699999999999998,3.0,88.66666666666667,1.0,22.0
R01292,2024-05-13 00:00:00+00:00,Bronze,24.372889135641977,Cairo,4.7,0.2880776152675752,R00002,372,21,17.13952380952381,0.5276190476190477,1.1285714285714286,5.0,76.2,3.2,22.0
R01293,2024-02-19 00:00:00+00:00,Bronze,40.80314307569583,Lagos,4.9,0.0895864126825965,R00002,456,15,16.193333333333335,0.8666666666666667,1.2,1.0,8.0,5.0,22.0
R01294,2024-11-24 00:00:00+00:00,Bronze,41.665135873089845,Lagos,4.2,0.2514196816537989,R00002,177,13,16.635384615384616,0.054615384615384614,1.323076923076923,3.0,86.33333333333333,4.0,22.0
R01295,2024-05-03 00:00:00+00:00,Bronze,43.61372575177637,Nairobi,4.9,0.2544191183771123,R00906,382,14,14.387857142857143,0.18142857142857144,1.0857142857142856,5.0,84.0,2.4,22.0
R01296,2023-05-27 00:00:00+00:00,Bronze,42.34584788955722,Lagos,5.0,0.3787475961759505,R00002,724,21,15.369523809523809,0.3647619047619048,1.0666666666666667,1.0,85.0,5.0,22.0
R01297,2024-10-26 00:00:00+00:00,Silver,35.1334784878456,Lagos,5.0,0.0966800495169689,R00002,206,29,14.837586206896553,0.6906896551724139,1.1172413793103448,6.0,74.16666666666667,2.8333333333333335,22.0
R01298,2023-07-18 00:00:00+00:00,Bronze,29.79699863409965,Nairobi,3.8,0.2349852737544073,R00002,672,14,14.419285714285715,0.29928571428571427,1.0071428571428571,6.0,99.66666666666667,3.1666666666666665,22.0
R01299,2024-11-06 00:00:00+00:00,Silver,31.355548040369904,Lagos,4.3,0.2692100753826705,R00046,195,18,17.107222222222223,0.05222222222222222,1.1888888888888889,4.0,193.5,3.25,22.0
R01300,2023-08-15 00:00:00+00:00,Gold,30.73412811984556,Cairo,4.5,0.3430801979736956,R00002,644,17,15.346470588235293,0.6858823529411765,1.1647058823529413,4.0,116.25,2.25,22.0
R01301,2025-04-07 00:00:00+00:00,Bronze,29.95260787936385,Nairobi,4.8,0.3863198753295403,R00002,43,19,17.28421052631579,0.21526315789473682,1.1210526315789473,6.0,12.333333333333334,3.5,22.0
R01302,2024-03-10 00:00:00+00:00,Bronze,20.06174525188481,Nairobi,4.3,0.1106648313570442,R00002,436,20,16.253,0.322,1.1800000000000002,6.0,74.66666666666667,3.0,22.0
R01303,2024-04-11 00:00:00+00:00,Bronze,39.27070028917716,Cairo,3.8,0.3227429100464414,R00603,404,24,17.701666666666664,0.1625,1.2750000000000001,4.0,53.25,1.75,22.0
R01304,2023-08-30 00:00:00+00:00,Bronze,39.42804187924092,Lagos,4.8,0.4119193112752282,R00285,629,21,14.779523809523809,0.4942857142857142,1.1714285714285715,5.0,28.2,2.8,22.0
R01305,2024-09-20 00:00:00+00:00,Bronze,56.08405831167588,Lagos,5.0,0.3819124915963825,R00121,242,14,16.654999999999998,0.595,1.1,5.0,48.2,4.0,22.0
R01306,2023-07-14 00:00:00+00:00,Gold,32.00736169989412,Nairobi,4.5,0.3450883296547734,R00002,676,24,14.470833333333333,0.6916666666666665,1.1125,5.0,33.8,2.0,22.0
R01307,2024-11-11 00:00:00+00:00,Bronze,20.0838886345542,Nairobi,4.8,0.2194402109434214,R00002,190,21,13.293809523809525,0.48333333333333334,1.1285714285714286,2.0,259.5,2.0,22.0
R01308,2023-11-23 00:00:00+00:00,Platinum,27.396455692795303,Nairobi,3.9,0.5449890285417037,R00002,544,29,15.64793103448276,0.643103448275862,1.1448275862068966,3.0,20.0,3.3333333333333335,22.0
R01309,2023-06-07 00:00:00+00:00,Bronze,30.66157575109495,Lagos,5.0,0.2103708445994733,R00371,713,22,13.486818181818183,0.2990909090909091,1.1181818181818182,6.0,16.0,3.3333333333333335,22.0
R01310,2024-03-05 00:00:00+00:00,Silver,24.63562077204984,Lagos,4.2,0.1063279785436513,R00002,441,26,15.555769230769231,0.23076923076923078,1.1884615384615385,5.0,78.2,3.4,22.0
R01311,2024-09-10 00:00:00+00:00,Bronze,26.28247777285125,Lagos,4.1,0.61276297163226,R00002,252,21,16.82190476190476,0.2757142857142857,1.1761904761904762,5.0,32.6,3.4,22.0
R01312,2023-10-28 00:00:00+00:00,Bronze,45.2180931580962,Cairo,4.1,0.290981343554233,R00002,570,16,16.389375,0.7775000000000001,1.06875,4.0,107.0,1.75,22.0
R01313,2024-05-31 00:00:00+00:00,Platinum,37.06373859757319,Lagos,4.6,0.0764995274408646,R01004,354,30,14.673666666666666,1.3739999999999999,1.15,4.0,74.25,2.5,22.0
R01314,2023-05-08 00:00:00+00:00,Silver,46.46146430318693,Nairobi,4.6,0.6206691464562379,R00557,743,21,14.385714285714286,0.48714285714285716,1.1142857142857143,5.0,39.4,2.4,22.0
