user_id,recency,frequency,monetary
R02508,39,21,341.87
R02509,24,20,316.1
R02510,23,19,266.28999999999996
R02511,39,19,276.27
R02512,34,18,286.78000000000003
R02513,32,21,319.41
R02514,33,22,334.39
R02515,62,16,268.04
R02516,24,23,337.54
R02517,29,19,278.76
R02518,38,13,178.59
R02519,23,17,267.17
R02520,28,22,314.43
R02521,24,19,319.95
R02522,52,16,262.63
R02523,57,23,324.04
R02524,58,17,275.34
R02525,29,33,444.56
R02526,41,20,291.37
R02527,24,21,344.42
R02528,55,17,255.43
R02529,86,21,348.01
R02530,30,19,277.25
R02531,37,29,436.23
R02532,31,25,362.15999999999997
R02533,48,28,544.76
R02534,60,17,259.07
R02535,45,12,245.65
R02536,54,20,329.87
R02537,38,19,272.92
R02538,69,18,287.5
R02539,63,10,173.35
R02540,29,15,209.66
R02541,48,21,298.38
R02542,31,20,311.99
R02543,45,14,220.04
R02544,63,18,298.71
R02545,39,23,407.06
R02546,37,14,211.12
R02547,37,25,405.15
R02548,47,14,194.03
R02549,67,18,258.93
R02550,31,21,341.76
R02551,23,22,347.78
R02552,27,15,224.24
R02553,176,15,253.11
R02554,51,24,376.27
R02555,63,18,301.42
R02556,29,25,397.61
R02557,38,22,336.28
R02558,24,21,336.89
R02559,33,22,311.49
R02560,37,17,285.21
R02561,36,22,328.31
R02562,78,16,215.02
R02563,37,24,331.21
R02564,56,23,334.62
R02565,24,13,222.14000000000001
R02566,27,20,335.96999999999997
R02567,28,23,348.15
R02568,38,15,231.14000000000001
R02569,28,21,378.63
R02570,28,22,353.15
R02571,24,23,412.03000000000003
R02572,26,24,399.81
R02573,25,22,309.34000000000003
R02574,23,24,337.72
R02575,37,21,296.11
R02576,29,17,281.75
R02577,37,21,312.73
R02578,33,13,195.0
R02579,25,21,388.06
R02580,42,22,370.79
R02581,39,14,260.78
R02582,45,18,275.33
R02583,37,19,249.4
R02584,26,21,343.96
R02585,37,18,300.44
R02586,30,19,337.69
R02587,58,22,348.8
R02588,26,23,297.29
R02589,26,25,380.91
R02590,26,26,394.78000000000003
R02591,31,18,249.38
R02592,56,21,313.03
R02593,34,27,398.87
R02594,31,24,361.7
R02595,28,23,409.63
R02596,31,24,357.73
R02597,28,26,425.57
R02598,26,21,320.23
R02599,27,14,203.56
R02600,25,15,227.77
R02601,88,19,275.69
R02602,26,18,267.69
R02603,51,20,333.82
R02604,30,20,272.0
R02605,35,21,320.38
R02606,29,24,404.75
R02607,61,23,349.33
R02608,35,17,232.97
R02609,89,15,259.04
R02610,24,22,271.48
R02611,27,14,212.55
R02612,58,21,376.49
R02613,26,16,242.61
R02614,41,20,326.06
R02615,38,21,333.77
R02616,26,25,405.59000000000003
R02617,47,25,387.47
R02618,36,13,204.28
R02619,40,20,311.9
R02620,38,24,321.29
R02621,38,16,286.88
R02622,35,25,364.09000000000003
R02623,25,19,336.32
R02624,54,21,278.08
R02625,30,22,366.65999999999997
R02626,23,16,205.6
R02627,83,19,247.64
R02628,31,21,291.41
R02629,25,17,256.25
R02630,57,11,161.54
R02631,24,22,364.7
R02632,28,20,296.68
R02633,41,24,418.32
R02634,43,25,331.06
R02635,37,18,252.32999999999998
R02636,26,16,243.33
R02637,39,13,236.57999999999998
R02638,24,18,270.03
R02639,39,24,357.7
R02640,111,19,316.59
R02641,23,18,281.38
R02642,24,29,475.44
R02643,28,29,475.92
R02644,26,25,424.54
R02645,52,16,220.08
R02646,27,18,273.62
R02647,41,19,292.8
R02648,28,26,449.25
R02649,30,16,241.83
R02650,34,27,382.62
R02651,38,28,381.05
R02652,24,21,292.61
R02653,33,20,276.54
R02654,45,22,351.65999999999997
R02655,24,23,399.97
R02656,58,19,307.46
R02657,39,23,332.24
R02658,27,22,314.26
R02659,28,25,363.01
R02660,39,16,222.14
R02661,63,21,309.6
R02662,32,18,280.2
R02663,35,28,459.27
R02664,54,23,355.94
R02665,45,23,356.51
R02666,39,27,412.06
R02667,27,21,327.24
R02668,25,16,221.17
R02669,39,14,196.22
R02670,35,21,275.25
R02671,30,21,343.55
R02672,65,19,254.43
R02673,43,19,288.05
R02674,38,20,296.26
R02675,37,19,244.75
R02676,36,15,236.9
R02677,36,24,353.49
R02678,32,23,357.9
R02679,24,21,370.32
R02680,32,22,308.21
R02681,74,10,150.35
R02682,78,25,354.6
R02683,46,16,237.88
R02684,45,21,309.58
R02685,32,17,250.62
R02686,39,19,290.97
R02687,31,15,219.62
R02688,27,26,407.48
R02689,42,22,346.06
R02690,25,25,398.18
R02691,25,14,268.40999999999997
R02692,26,24,393.58
R02693,54,22,299.68
R02694,54,27,404.76
R02695,24,18,280.74
R02696,33,15,235.86
R02697,31,25,356.31
R02698,25,19,291.85
R02699,32,23,348.16
R02700,26,19,296.37
R02701,23,17,261.87
R02702,53,21,323.83
R02703,73,18,259.05
R02704,34,21,285.90999999999997
R02705,52,19,299.42
R02706,29,25,376.28
R02707,27,17,226.23
R02708,29,26,407.6
R02709,31,29,443.18
R02710,81,19,285.13
R02711,29,24,398.93
R02712,41,27,369.71
R02713,60,23,339.99
R02714,30,28,417.78000000000003
R02715,35,18,264.22
R02716,50,18,292.95
R02717,44,15,289.33
R02718,31,15,210.05
R02719,48,23,354.62
R02720,26,27,383.16
R02721,26,19,275.96
R02722,41,20,290.4
R02723,26,19,274.92
R02724,47,22,297.46
R02725,29,20,301.90999999999997
R02726,36,20,275.61
R02727,43,22,344.86
R02728,27,20,314.54
R02729,50,23,313.25
R02730,121,14,215.03
R02731,27,27,434.29
R02732,27,18,253.74
R02733,54,16,249.95
R02734,38,22,320.18
R02735,34,25,379.13
R02736,51,24,379.11
R02737,39,17,239.9
R02738,46,18,278.77
R02739,38,14,241.38
R02740,25,25,381.95
R02741,79,21,358.33
R02742,28,25,366.45
R02743,40,16,217.51
R02744,46,17,287.7
R02745,114,14,192.93
R02746,37,20,309.63
R02747,33,16,266.14
R02748,30,23,424.68
R02749,23,18,246.95
R02750,63,19,282.36
R02751,72,16,222.8
R02752,67,16,266.78
R02753,33,16,283.25
R02754,37,12,180.66
R02755,25,19,266.0
R02756,28,15,236.29
R02757,30,20,355.1
R02758,47,31,495.02
R02759,50,25,379.66
R02760,37,17,247.51
R02761,32,18,272.54
R02762,25,26,360.89
R02763,90,20,274.55
R02764,33,27,393.67
R02765,45,24,354.36
R02766,32,13,202.47
R02767,33,24,393.19
R02768,27,24,368.21999999999997
R02769,55,20,326.85
R02770,44,13,191.96
R02771,42,18,307.06
R02772,27,22,353.51
R02773,73,17,299.86
R02774,39,13,237.86
R02775,32,15,261.29
R02776,57,14,216.75
R02777,23,19,320.34
R02778,53,25,365.89
R02779,27,22,329.13
R02780,28,29,421.18
R02781,27,19,272.24
R02782,39,23,372.28
R02783,40,17,267.75
R02784,113,12,132.37
R02785,35,18,312.77
R02786,33,22,372.46
R02787,51,19,254.05
R02788,35,18,295.15999999999997
R02789,78,20,372.78
R02790,23,17,201.68
R02791,24,18,239.08
R02792,60,22,319.02
R02793,33,13,192.67
R02794,40,20,351.56
R02795,34,22,324.66
R02796,31,22,368.92
R02797,30,20,284.09
R02798,36,23,378.3
R02799,28,25,388.41
R02800,41,16,252.55
R02801,36,23,377.18
R02802,26,17,265.44
R02803,60,19,278.72
R02804,53,16,257.32
R02805,71,17,246.57
R02806,23,27,348.17
R02807,32,15,224.89
R02808,25,22,353.78
R02809,24,24,375.07
R02810,61,21,275.83
R02811,26,16,265.15999999999997
R02812,63,17,250.77
R02813,31,24,349.89
R02814,27,16,250.81
R02815,40,18,257.83
R02816,44,26,418.52
R02817,26,18,324.77
R02818,36,20,291.13
R02819,58,20,276.11
R02820,33,15,223.49
R02821,70,23,344.19
R02822,60,27,419.26
R02823,44,21,311.26
R02824,41,28,400.25
R02825,28,28,470.66
R02826,40,31,459.47
R02827,25,21,308.35
R02828,50,21,368.77
R02829,49,16,237.69
R02830,32,22,334.59999999999997
R02831,24,22,320.66
R02832,78,20,293.86
R02833,33,23,342.59
R02834,66,19,251.65
R02835,23,17,287.13
R02836,53,20,297.5
R02837,63,12,203.56
R02838,25,24,422.65999999999997
R02839,23,23,331.17
R02840,29,19,280.13
R02841,37,31,437.97
R02842,34,13,185.81
R02843,30,20,332.97
R02844,34,19,276.5
R02845,35,16,217.11
R02846,53,22,391.19
R02847,31,20,296.65
R02848,37,15,216.43
R02849,43,13,206.84
R02850,60,22,360.4
R02851,23,24,387.72
R02852,40,16,246.5
R02853,31,24,310.2
R02854,30,23,362.48
R02855,25,19,296.45
R02856,54,16,251.54000000000002
R02857,58,19,289.79
R02858,45,18,271.58
R02859,26,14,249.23
R02860,38,24,309.16
R02861,24,13,192.76
R02862,31,22,337.04
R02863,39,26,352.58
R02864,51,22,380.65
R02865,31,24,374.27
R02866,29,25,370.54
R02867,39,15,258.72
R02868,75,26,421.27
R02869,29,23,379.36
R02870,26,14,211.07
R02871,28,15,229.88
R02872,36,13,185.14
R02873,53,23,341.02
R02874,46,27,407.13
R02875,23,18,259.67
R02876,49,29,393.15999999999997
R02877,31,22,335.99
R02878,23,20,273.13
R02879,41,20,333.96
R02880,59,15,260.71
R02881,28,18,321.72
R02882,49,22,318.41
R02883,23,19,297.26
R02884,44,21,324.51
R02885,41,15,289.0
R02886,31,17,243.21
R02887,28,18,260.62
R02888,33,14,186.6
R02889,28,19,324.1
R02890,72,19,267.52
R02891,75,20,283.54
R02892,82,20,297.6
R02893,26,26,398.75
R02894,100,19,260.9
R02895,78,22,378.44
R02896,33,27,450.86
R02897,30,16,217.44
R02898,26,19,324.84999999999997
R02899,27,23,332.77
R02900,30,17,266.16
R02901,42,20,253.09
R02902,54,16,267.5
R02903,43,21,297.38
R02904,24,16,256.17
R02905,65,19,286.39
R02906,43,22,368.81
R02907,33,18,341.64
R02908,42,21,321.21
R02909,31,18,312.17
R02910,69,13,207.3
R02911,28,18,267.05
R02912,27,11,166.35
R02913,26,25,392.18
R02914,51,19,333.03
R02915,71,13,194.57
R02916,26,18,243.25
R02917,54,22,282.88
R02918,55,21,318.09999999999997
R02919,70,22,371.53
R02920,86,17,284.01
R02921,37,19,291.47
R02922,68,16,284.81
R02923,41,19,272.25
R02924,65,16,259.57
R02925,47,21,300.68
R02926,24,18,237.94
R02927,26,12,188.6
R02928,75,15,250.02
R02929,33,18,267.18
R02930,30,14,221.78
R02931,39,23,344.17
R02932,43,14,228.37
R02933,57,19,298.42
R02934,32,23,355.07
R02935,24,23,411.27
R02936,64,14,181.87
R02937,47,23,335.25
R02938,37,25,446.38
R02939,25,36,600.13
R02940,32,15,216.47
R02941,46,19,301.23
R02942,35,21,340.06
R02943,40,21,328.72
R02944,36,18,291.57
R02945,42,8,139.64
R02946,58,13,188.23000000000002
R02947,33,25,380.85
R02948,23,26,378.59000000000003
R02949,41,21,313.96
R02950,31,23,300.39
R02951,35,28,483.56
R02952,32,15,248.46
R02953,50,21,341.19
R02954,65,18,307.1
R02955,74,23,351.55
R02956,35,18,274.75
R02957,45,21,311.71999999999997
R02958,55,23,344.21999999999997
R02959,37,19,285.07
R02960,97,12,191.95
R02961,53,14,203.7
R02962,47,23,312.11
R02963,24,22,349.23
R02964,46,16,223.38
R02965,51,21,275.16
R02966,38,21,353.95
R02967,32,24,423.52
R02968,62,22,418.13
R02969,40,20,312.95
R02970,56,16,236.25
R02971,37,23,422.27
R02972,44,19,239.71
R02973,69,18,272.1
R02974,30,18,282.3
R02975,76,15,208.54
R02976,37,18,265.82
R02977,28,18,221.84
R02978,31,11,175.17
R02979,34,18,303.79
R02980,64,21,340.43
R02981,25,19,250.63
R02982,32,24,399.56
R02983,35,19,350.90999999999997
R02984,32,16,277.27
R02985,38,19,261.43
R02986,25,19,274.78
R02987,31,26,391.88
R02988,52,23,338.42
R02989,36,18,272.44
R02990,25,24,364.26
R02991,31,20,320.8
R02992,35,15,243.97
R02993,33,24,350.06
R02994,28,27,446.86
R02995,26,22,331.96999999999997
R02996,29,28,404.28
R02997,38,26,369.75
R02998,42,26,367.06
R02999,24,21,310.96999999999997
R03000,50,21,323.75
R03001,43,21,316.81
R03002,33,17,229.56
R03003,31,17,282.36
R03004,64,18,353.8
R03005,59,17,223.02
R03006,28,18,271.53000000000003
R03007,29,22,318.9
R03008,50,21,298.64
R03009,26,19,318.69
R03010,46,19,262.71999999999997
R03011,33,21,318.97
R03012,81,15,211.93
R03013,43,20,308.88
R03014,58,22,322.82
R03015,36,15,235.71
R03016,24,23,336.65
R03017,26,25,392.65999999999997
R03018,51,21,383.01
R03019,28,20,343.38
R03020,31,19,305.55
R03021,45,16,236.10999999999999
R03022,48,28,410.04
R03023,111,11,199.07
R03024,36,16,234.22
R03025,63,16,214.72
R03026,106,12,195.43
R03027,39,18,299.75
R03028,23,36,571.54
R03029,50,19,304.71
R03030,102,21,373.22
R03031,24,23,339.0
R03032,54,18,285.56
R03033,40,18,280.42
R03034,55,15,219.92
R03035,44,17,270.26
R03036,23,25,401.40999999999997
R03037,30,19,299.93
R03038,38,19,283.69
R03039,61,23,376.54
R03040,30,19,243.83
R03041,30,12,191.34
R03042,25,21,302.6
R03043,25,25,424.61
R03044,29,13,176.93
R03045,65,20,300.08
R03046,52,15,231.84
R03047,53,12,179.8
R03048,62,15,252.72
R03049,28,24,341.35
R03050,48,15,185.93
R03051,30,23,345.71999999999997
R03052,28,20,329.33
R03053,70,20,292.35
R03054,36,19,284.64
R03055,33,34,587.14
R03056,29,17,292.98
R03057,33,23,449.19
R03058,55,19,282.78
R03059,28,19,292.37
R03060,28,24,337.63
R03061,44,21,368.81
R03062,33,25,353.5
R03063,46,19,326.7
R03064,30,21,346.66
R03065,25,14,228.18
R03066,29,19,256.32
R03067,35,24,349.34
R03068,72,16,246.13
R03069,48,21,305.91
R03070,23,19,337.43
R03071,27,25,387.49
R03072,63,23,390.0
R03073,28,18,299.82
R03074,24,16,221.53
R03075,44,20,281.89
R03076,58,18,318.67
R03077,30,22,346.29
R03078,31,18,241.91
R03079,38,26,385.56
R03080,73,14,166.82
R03081,40,21,348.41
R03082,32,19,322.89
R03083,24,24,417.89
R03084,27,19,297.87
R03085,44,18,239.26
R03086,39,27,429.92
R03087,32,18,268.75
R03088,56,20,266.54
R03089,27,21,287.94
R03090,24,15,218.4
R03091,29,21,306.01
R03092,49,22,355.98
R03093,53,26,411.03000000000003
R03094,39,20,291.93
R03095,85,18,294.96
R03096,24,29,422.14
R03097,34,17,272.98
R03098,26,22,357.7
R03099,47,18,305.34
R03100,26,24,360.62
R03101,25,21,379.37
R03102,24,15,194.22
R03103,37,25,396.36
R03104,37,14,219.51
R03105,29,25,396.28
R03106,28,16,272.78
R03107,74,24,348.73
R03108,54,19,275.93
R03109,30,21,329.55
R03110,26,24,418.44
R03111,31,13,192.75
R03112,94,23,326.93
R03113,25,14,206.58
R03114,35,22,355.58
R03115,38,15,218.11
R03116,27,18,231.16
R03117,48,31,472.68
R03118,24,22,297.21
R03119,46,19,287.62
R03120,35,11,177.62
R03121,60,14,197.39
R03122,27,20,350.61
R03123,25,24,393.45
R03124,71,20,350.0
R03125,32,26,434.67
R03126,34,18,250.62
R03127,85,19,295.63
R03128,32,16,219.39
R03129,41,14,201.88
R03130,46,24,320.45
R03131,77,17,231.36
R03132,30,15,242.19
R03133,28,18,289.59
R03134,27,15,233.21
R03135,83,18,291.69
R03136,34,24,344.45
R03137,64,21,310.69
R03138,25,23,397.44
R03139,73,17,257.29
R03140,27,28,440.82
R03141,52,16,219.02
R03142,45,20,277.1
R03143,36,14,216.9
R03144,25,14,189.35999999999999
R03145,32,25,425.31
R03146,114,18,311.04
R03147,26,23,368.68
R03148,57,24,345.12
R03149,33,12,170.28
R03150,25,26,426.0
R03151,34,19,268.16
R03152,31,16,243.79
R03153,33,15,212.88
R03154,42,18,236.47
R03155,30,27,421.49
R03156,32,15,255.42
R03157,48,15,225.07
R03158,37,20,332.52
R03159,66,19,248.65
R03160,27,25,409.23
R03161,34,14,247.35
R03162,40,17,220.42000000000002
R03163,25,25,362.90999999999997
R03164,39,21,314.88
R03165,43,13,221.54
R03166,44,18,282.90999999999997
R03167,36,24,397.06
R03168,31,23,347.61
R03169,28,21,335.13
R03170,65,20,299.12
R03171,34,21,331.32
R03172,26,15,262.78
R03173,45,21,327.55
R03174,28,18,273.91
R03175,23,24,360.90999999999997
R03176,50,14,229.43
R03177,39,23,389.88
R03178,36,19,290.59
R03179,28,24,360.03
R03180,37,20,349.1
R03181,29,24,373.89
R03182,58,20,341.26
R03183,35,21,294.34
R03184,24,20,310.64
R03185,42,20,273.72
R03186,25,28,413.63
R03187,32,14,203.73000000000002
R03188,38,10,167.7
R03189,26,21,338.44
R03190,32,24,338.45
R03191,61,19,352.71
R03192,32,18,277.86
R03193,31,17,264.28000000000003
R03194,95,16,241.34
R03195,102,15,209.34
R03196,59,20,319.07
R03197,32,21,359.57
R03198,76,17,263.56
R03199,34,18,291.01
R03200,23,23,372.49
R03201,24,15,270.89
R03202,29,26,373.3
R03203,41,23,329.18
R03204,48,19,310.38
R03205,67,20,303.2
R03206,64,21,394.59000000000003
R03207,47,19,253.97
R03208,46,19,311.76
R03209,34,22,270.84
R03210,36,28,534.27
R03211,42,20,303.09
R03212,25,17,252.93
R03213,30,18,289.29
R03214,25,27,441.85
R03215,26,26,402.38
R03216,42,22,358.15
R03217,52,25,430.61
R03218,49,25,404.43
R03219,41,23,384.49
R03220,31,16,222.93
R03221,50,20,312.17
R03222,25,22,323.38
R03223,27,28,395.48
R03224,40,21,295.96999999999997
R03225,25,20,282.93
R03226,48,31,532.39
R03227,23,24,343.41
R03228,34,15,204.31
R03229,23,24,369.05
R03230,25,16,259.02
R03231,33,22,361.18
R03232,29,6,85.96000000000001
R03233,41,23,330.78
R03234,86,13,232.5
R03235,65,26,467.23
R03236,28,22,375.74
R03237,52,22,393.46999999999997
R03238,65,26,420.38
R03239,26,22,347.59
R03240,27,26,416.07
R03241,37,27,403.52
R03242,44,17,267.46
R03243,52,17,313.72
R03244,39,19,306.76
R03245,71,12,192.02
R03246,46,19,287.35
R03247,71,19,304.21
R03248,47,17,245.86
R03249,45,28,507.76
R03250,36,19,268.94
R03251,23,21,341.57
R03252,27,19,307.94
R03253,82,13,193.39
R03254,26,16,236.18
R03255,55,22,362.93
R03256,44,20,286.94
R03257,22,17,255.1
R03258,49,13,224.44
R03259,60,15,210.56
R03260,47,16,231.32
R03261,90,16,257.7
R03262,38,14,253.61
R03263,24,31,466.6
R03264,33,18,276.15
R03265,33,17,239.03
R03266,37,25,404.77
R03267,36,19,259.35
R03268,23,22,322.73
R03269,36,16,294.86
R03270,32,22,322.6
R03271,32,17,265.33
R03272,24,27,452.74
R03273,33,21,282.56
R03274,24,15,229.79
R03275,53,13,240.2
R03276,50,13,168.95
R03277,43,26,458.26
R03278,44,20,374.26
R03279,45,17,214.59
R03280,44,23,389.88
R03281,36,17,269.29
R03282,40,19,286.81
R03283,30,17,251.65
R03284,41,19,287.29
R03285,31,23,371.39
R03286,58,18,277.51
R03287,51,22,312.98
R03288,51,15,260.32
R03289,52,22,321.31
R03290,84,13,231.07999999999998
R03291,49,20,345.93
R03292,30,18,327.7
R03293,53,21,358.74
R03294,37,15,214.25
R03295,33,19,270.99
R03296,38,9,113.59
R03297,23,25,361.99
R03298,27,21,325.49
R03299,27,21,338.85
R03300,38,16,245.73
R03301,44,25,369.85
R03302,31,19,263.08
R03303,49,20,287.49
R03304,25,16,264.37
R03305,38,18,229.56
R03306,24,18,257.1
R03307,28,21,305.09000000000003
R03308,60,21,322.04
R03309,49,21,304.28
R03310,39,22,305.86
R03311,51,20,318.92
R03312,38,18,294.71
R03313,25,21,408.01
R03314,37,18,304.95
R03315,24,30,441.1
R03316,34,20,342.74
R03317,26,21,336.7
R03318,45,22,314.42
R03319,35,20,340.64
R03320,23,15,239.26
R03321,44,24,367.52
R03322,70,20,261.07
R03323,23,24,369.63
R03324,32,21,315.25
R03325,33,20,312.12
R03326,24,26,362.07
R03327,67,16,200.23
R03328,38,17,256.28
R03329,41,16,229.19
R03330,32,18,266.9
R03331,61,20,302.56
R03332,51,21,318.45
R03333,32,17,289.42
R03334,33,26,410.65
R03335,67,21,307.3
R03336,52,15,194.03
R03337,37,27,490.07
R03338,57,22,325.56
R03339,49,22,348.18
R03340,105,14,190.85
R03341,24,33,481.03999999999996
R03342,46,25,415.05
R03343,76,19,271.01
R03344,24,21,318.84
R03345,61,20,289.94
R03346,37,20,304.9
R03347,39,20,319.15999999999997
R03348,35,23,359.17
R03349,38,22,356.5
R03350,30,17,268.01
R03351,40,20,320.16
R03352,28,22,344.13
R03353,25,21,352.75
R03354,56,18,266.72
R03355,25,24,352.59
R03356,30,28,442.19
R03357,41,24,388.03
R03358,25,21,418.66
R03359,57,16,275.23
R03360,51,19,360.83
R03361,55,21,312.18
R03362,25,28,417.98
R03363,47,22,346.88
R03364,28,22,330.69
R03365,91,13,190.44
R03366,75,18,272.51
R03367,41,17,258.4
R03368,24,19,327.27
R03369,42,23,323.56
R03370,40,17,248.17
R03371,28,20,301.21
R03372,32,21,301.79
R03373,37,17,257.84
R03374,59,15,272.85
R03375,25,26,362.78
R03376,80,19,285.84
R03377,27,19,241.36
R03378,38,12,178.12
R03379,48,19,262.56
R03380,83,11,170.71
R03381,25,19,340.57
R03382,24,24,341.0
R03383,78,21,331.90999999999997
R03384,32,15,234.18
R03385,31,21,375.74
R03386,28,19,281.79
R03387,54,15,249.97
R03388,69,18,251.17000000000002
R03389,83,12,175.18
R03390,51,18,269.29
R03391,39,22,369.76
R03392,25,21,344.29
R03393,23,19,281.07
R03394,46,16,232.93
R03395,31,17,253.52
R03396,23,24,368.07
R03397,44,24,356.12
R03398,47,21,317.61
R03399,34,23,386.57
R03400,42,24,379.25
R03401,44,21,354.6
R03402,31,24,418.56
R03403,26,25,386.07
R03404,28,20,286.18
R03405,52,26,432.39
R03406,32,23,354.85
R03407,62,18,309.87
R03408,27,26,393.9
R03409,47,26,435.04
R03410,35,17,261.56
R03411,48,24,350.86
R03412,31,25,358.06
R03413,42,28,423.49
R03414,30,22,311.1
R03415,46,19,251.09
R03416,23,21,311.33
R03417,40,21,316.94
R03418,76,23,379.94
R03419,47,20,348.11
R03420,48,27,464.40999999999997
R03421,27,28,358.44
R03422,26,17,226.44
R03423,59,18,237.9
R03424,36,20,333.75
R03425,26,22,343.53
R03426,33,17,254.0
R03427,31,27,407.68
R03428,24,11,152.49
R03429,36,16,259.59000000000003
R03430,42,17,230.01
R03431,24,22,340.59
R03432,68,15,241.8
R03433,40,22,338.73
R03434,40,25,455.65999999999997
R03435,27,25,453.56
R03436,24,24,365.94
R03437,24,24,378.96
R03438,45,26,395.59999999999997
R03439,30,18,259.23
R03440,23,17,239.47
R03441,30,15,229.65
R03442,61,14,199.98999999999998
R03443,52,21,380.91
R03444,25,25,427.45
R03445,23,21,321.85
R03446,24,21,290.5
R03447,29,23,328.76
R03448,38,14,228.7
R03449,36,20,290.49
R03450,50,23,326.79
R03451,42,13,210.07
R03452,41,24,374.03
R03453,24,22,386.18
R03454,33,21,289.99
R03455,23,20,340.6
R03456,35,27,424.73
R03457,42,22,331.96
R03458,39,23,360.29
R03459,31,20,281.45
R03460,24,25,369.47
R03461,44,23,374.37
R03462,53,21,320.46999999999997
R03463,22,16,253.25
R03464,26,17,257.39
R03465,29,27,441.9
R03466,66,19,255.85
R03467,74,19,260.84
R03468,28,26,411.55
R03469,63,14,228.37
R03470,37,18,262.26
R03471,23,21,339.90000000000003
R03472,48,13,162.58
R03473,26,25,416.42
R03474,35,23,361.83
R03475,51,20,296.92
R03476,36,17,233.12
R03477,40,20,347.04
R03478,53,26,403.0
R03479,23,21,288.59
R03480,23,19,264.57
R03481,151,17,257.65000000000003
R03482,111,18,263.0
R03483,32,18,306.45
R03484,73,23,364.5
R03485,36,16,244.03
R03486,55,21,348.78000000000003
R03487,36,25,377.69
R03488,26,29,532.45
R03489,35,20,291.23
R03490,33,16,242.39999999999998
R03491,30,20,329.78000000000003
R03492,66,28,421.77
R03493,23,18,277.26
R03494,64,15,247.83
R03495,36,25,366.35
R03496,30,17,265.02
R03497,40,23,333.16
R03498,44,19,265.45
R03499,36,22,285.82
R03500,28,16,263.07
R03501,29,20,317.27
R03502,23,15,254.16
R03503,33,21,288.53
R03504,26,17,288.29
R03505,46,26,381.9
R03506,42,23,360.09
R03507,38,15,215.09
R03508,24,17,265.36
R03509,23,21,326.11
R03510,61,12,204.27
R03511,44,20,356.71000000000004
R03512,41,24,350.96999999999997
R03513,58,17,299.59
R03514,31,15,231.76
R03515,48,20,285.36
R03516,25,22,344.69
R03517,29,24,374.51
R03518,72,13,214.18
R03519,26,18,267.27
R03520,32,23,362.67
R03521,30,21,336.68
R03522,52,26,392.40999999999997
R03523,31,19,287.87
R03524,81,20,258.03
R03525,43,16,232.26
R03526,28,16,242.66
R03527,92,25,436.5
R03528,35,23,355.54
R03529,23,21,339.62
R03530,46,16,230.6
R03531,54,21,349.03999999999996
R03532,25,18,286.46999999999997
R03533,37,18,257.15999999999997
R03534,42,15,250.53
R03535,23,19,304.0
R03536,25,16,232.55
R03537,31,20,352.54
R03538,63,13,191.66
R03539,26,28,441.14
R03540,39,16,309.47
R03541,47,29,438.16
R03542,31,15,220.60999999999999
R03543,28,23,351.78000000000003
R03544,42,23,338.61
R03545,29,19,280.81
R03546,27,18,287.46
R03547,32,17,278.52
R03548,31,29,389.39
R03549,53,17,245.76999999999998
R03550,33,21,293.21
R03551,47,13,190.62
R03552,39,19,298.5
R03553,47,25,357.76
R03554,39,31,462.38
R03555,41,17,250.24
R03556,34,26,375.97
R03557,27,21,355.15999999999997
R03558,50,19,286.31
R03559,32,17,285.37
R03560,70,20,283.59
R03561,29,19,265.79
R03562,28,25,388.83
R03563,28,22,311.38
R03564,51,22,329.49
R03565,30,12,192.28
R03566,28,29,450.98
R03567,47,29,510.64
R03568,26,19,241.61
R03569,39,23,389.52
R03570,24,20,349.21
R03571,26,17,269.79
R03572,28,15,262.24
R03573,54,25,389.62
R03574,42,16,254.66
R03575,25,28,390.08
R03576,22,24,384.72
R03577,40,11,161.53
R03578,59,23,363.2
R03579,37,18,245.32
R03580,48,16,257.24
R03581,35,11,147.82
R03582,68,18,358.28
R03583,27,16,277.26
R03584,53,22,312.36
R03585,33,21,331.28
R03586,48,20,307.21
R03587,56,29,438.22
R03588,27,24,323.56
R03589,26,21,302.8
R03590,43,22,370.05
R03591,65,19,305.83
R03592,34,20,339.21999999999997
R03593,78,17,253.3
R03594,29,21,312.42
R03595,33,27,403.36
R03596,40,19,258.97
R03597,36,23,334.93
R03598,52,16,225.24
R03599,23,25,424.76
R03600,65,18,301.12
R03601,23,22,315.12
R03602,23,16,275.90999999999997
R03603,27,22,286.4
R03604,31,18,299.52
R03605,29,18,319.76
R03606,33,21,359.13
R03607,25,24,372.05
R03608,42,20,274.97
R03609,41,27,414.09
R03610,29,20,274.0
R03611,39,17,257.1
R03612,63,14,211.92000000000002
R03613,36,21,317.63
R03614,27,18,275.57
R03615,29,17,237.77
R03616,42,25,324.91
R03617,34,16,287.86
R03618,24,16,225.57999999999998
R03619,66,17,250.05
R03620,31,19,309.01
R03621,24,19,269.95
R03622,62,24,340.73
R03623,32,10,161.03
R03624,24,17,246.46
R03625,28,20,282.08
R03626,27,22,312.33
R03627,29,10,138.4
R03628,28,17,255.74
R03629,52,18,305.76
R03630,37,23,357.45
R03631,47,23,394.66
R03632,24,26,370.91
R03633,24,18,324.46999999999997
R03634,34,15,237.57999999999998
R03635,30,18,281.98
R03636,24,34,547.58
R03637,30,18,318.2
R03638,55,23,322.66
R03639,79,10,116.0
R03640,80,19,290.5
R03641,33,18,292.42
R03642,36,22,330.05
R03643,40,18,299.66
